"Fisktegund";"Löndunarhöfn";"2024 Alls";"2024 janúar";"2024 febrúar";"2024 mars";"2024 apríl";"2024 maí";"2024 júní";"2024 júlí";"2024 ágúst";"2024 september";"2024 október";"2024 nóvember";"2024 desember";"2023 Alls";"2023 janúar";"2023 febrúar";"2023 mars";"2023 apríl";"2023 maí";"2023 júní";"2023 júlí";"2023 ágúst";"2023 september";"2023 október";"2023 nóvember";"2023 desember";"2022 Alls";"2022 janúar";"2022 febrúar";"2022 mars";"2022 apríl";"2022 maí";"2022 júní";"2022 júlí";"2022 ágúst";"2022 september";"2022 október";"2022 nóvember";"2022 desember";"2021 Alls";"2021 janúar";"2021 febrúar";"2021 mars";"2021 apríl";"2021 maí";"2021 júní";"2021 júlí";"2021 ágúst";"2021 september";"2021 október";"2021 nóvember";"2021 desember";"2020 Alls";"2020 janúar";"2020 febrúar";"2020 mars";"2020 apríl";"2020 maí";"2020 júní";"2020 júlí";"2020 ágúst";"2020 september";"2020 október";"2020 nóvember";"2020 desember";"2019 Alls";"2019 janúar";"2019 febrúar";"2019 mars";"2019 apríl";"2019 maí";"2019 júní";"2019 júlí";"2019 ágúst";"2019 september";"2019 október";"2019 nóvember";"2019 desember";"2018 Alls";"2018 janúar";"2018 febrúar";"2018 mars";"2018 apríl";"2018 maí";"2018 júní";"2018 júlí";"2018 ágúst";"2018 september";"2018 október";"2018 nóvember";"2018 desember";"2017 Alls";"2017 janúar";"2017 febrúar";"2017 mars";"2017 apríl";"2017 maí";"2017 júní";"2017 júlí";"2017 ágúst";"2017 september";"2017 október";"2017 nóvember";"2017 desember";"2016 Alls";"2016 janúar";"2016 febrúar";"2016 mars";"2016 apríl";"2016 maí";"2016 júní";"2016 júlí";"2016 ágúst";"2016 september";"2016 október";"2016 nóvember";"2016 desember";"2015 Alls";"2015 janúar";"2015 febrúar";"2015 mars";"2015 apríl";"2015 maí";"2015 júní";"2015 júlí";"2015 ágúst";"2015 september";"2015 október";"2015 nóvember";"2015 desember";"2014 Alls";"2014 janúar";"2014 febrúar";"2014 mars";"2014 apríl";"2014 maí";"2014 júní";"2014 júlí";"2014 ágúst";"2014 september";"2014 október";"2014 nóvember";"2014 desember";"2013 Alls";"2013 janúar";"2013 febrúar";"2013 mars";"2013 apríl";"2013 maí";"2013 júní";"2013 júlí";"2013 ágúst";"2013 september";"2013 október";"2013 nóvember";"2013 desember";"2012 Alls";"2012 janúar";"2012 febrúar";"2012 mars";"2012 apríl";"2012 maí";"2012 júní";"2012 júlí";"2012 ágúst";"2012 september";"2012 október";"2012 nóvember";"2012 desember";"2011 Alls";"2011 janúar";"2011 febrúar";"2011 mars";"2011 apríl";"2011 maí";"2011 júní";"2011 júlí";"2011 ágúst";"2011 september";"2011 október";"2011 nóvember";"2011 desember";"2010 Alls";"2010 janúar";"2010 febrúar";"2010 mars";"2010 apríl";"2010 maí";"2010 júní";"2010 júlí";"2010 ágúst";"2010 september";"2010 október";"2010 nóvember";"2010 desember"
"Hlýri";"Grundarfjörður";20331;1133;975;705;480;1359;9213;737;1073;1229;1309;1399;719;20698;777;625;103;804;2253;2427;10;1267;2584;2930;5838;1080;44504;5879;241;672;119;4649;5731;..;3049;10615;7139;2480;3930;46787;3058;3272;7;1827;2498;1623;1244;696;1164;2904;13530;14964;37566;1236;4299;458;2974;2272;10913;162;2392;3956;2109;4524;2271;36091;4639;1070;44;325;1322;4365;3512;7544;3450;4455;4148;1217;35919;5691;2957;1885;3097;2296;6401;378;1615;4494;1410;1289;4406;34185;..;398;6548;4077;1102;1737;275;2560;3104;5523;4647;4214;75110;3019;670;326;1786;34754;4307;809;5191;9268;6643;5389;2948;46735;3615;976;976;6278;2372;1466;2200;6391;4370;5970;11027;1094;63633;2724;2158;13433;1665;2217;4;1048;11578;6554;10825;9663;1764;97945;3095;4688;19812;18367;1200;1204;988;15598;9888;15255;6098;1752;75324;2211;934;62;32805;2256;4773;..;2053;10140;11781;6074;2235;44338;1865;224;472;3001;468;50;251;4267;17268;6803;7958;1711;68195;3116;2447;1367;17590;1337;1852;..;9029;7752;11029;8482;4194
"Hlýri";"Hafnarfjörður";38103;680;6509;5386;892;4078;4872;767;1880;2540;1960;4564;3975;31280;1061;2342;7;17;1288;12;767;2473;226;2514;13151;7422;28748;799;723;2147;2168;8660;1800;336;2091;2171;2587;536;4730;9287;2214;751;1005;681;159;1521;..;..;109;654;124;2069;27807;2166;369;2074;819;1215;6728;4028;2907;..;2143;4710;648;41843;2673;2884;3471;4682;5891;..;..;8947;3699;3088;4071;2437;45859;1971;1113;2934;11950;4314;..;6196;5500;1933;5227;2168;2553;37783;6;..;569;9809;3582;5378;1998;4482;3081;3245;5094;539;63132;2907;4299;727;1110;6697;12129;7043;5656;1394;6303;11158;3709;45338;..;329;5484;34;5574;3341;16178;1655;1710;4391;3653;2989;18780;4048;503;5773;1191;3475;1784;..;4;..;..;..;2002;36556;1273;2597;783;..;1182;118;3914;..;6956;4544;7305;7884;25184;168;646;204;73;1664;10532;..;..;910;2550;2474;5963;16765;557;593;1117;42;596;265;3811;..;9;..;3936;5839;22132;767;5116;1377;326;731;979;1133;5980;662;4139;602;320
"Hlýri";"Haganesvík";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"Hlýri";"Hauganes";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;..;..;..;..;..;..;0;..;..;..;..;..;0;..;..;..;..;..;..;..;..;0;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;64;..;..;..;..;..;..;12;..;44;8;..;..;53;..;..;..;..;4;..;..;8;..;39;2;..;6;..;..;6;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4;..;4;..;..;..;..;..;..;..;..;0;..;57;..;12;..;..;18;27;..;..;..;..;..;..
"Hlýri";"Haukabergsvaðall";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"Hlýri";"Hofsós";39;..;..;..;..;..;..;..;..;39;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3;..;..;..;..;..;..;..;..;3;..;..;..;76;..;..;..;..;..;..;6;7;63;..;..;..;61;..;..;..;11;..;..;49;1;..;..;..;..;12;0;..;..;..;..;..;..;12;..;..;..;..;342;44;26;3;4;..;60;145;56;..;4;..;..;3209;151;..;..;16;20;36;26;675;934;1077;264;10;2236;35;13;68;25;73;70;149;323;500;687;171;122;738;77;24;18;34;48;305;109;95;7;14;7;..;1245;44;73;81;9;27;91;30;84;58;89;563;96;1136;44;13;226;103;31;87;104;14;38;31;154;291;1815;..;35;57;..;93;617;29;444;441;81;18;..;2022;..;33;16;60;58;48;121;606;502;106;327;145
"Hlýri";"Hólmavík";3279;..;44;..;..;..;..;1461;1087;609;78;..;..;255;10;12;..;..;..;233;..;..;..;..;..;..;1627;40;55;29;251;..;701;..;165;153;161;31;41;113;..;6;..;..;..;48;..;18;14;13;14;..;2352;32;53;40;..;440;1446;133;41;113;26;22;6;465;35;52;44;..;43;59;29;26;107;49;8;13;3590;39;153;142;..;244;335;160;112;126;2134;139;6;1260;68;206;63;21;214;330;83;49;50;116;43;17;1069;89;250;55;14;240;119;11;..;149;55;67;20;1622;58;61;325;32;83;365;67;132;186;205;93;15;1126;87;33;88;71;435;68;..;144;29;110;38;23;6869;111;330;115;121;834;667;229;..;75;101;4238;48;868;78;85;51;38;71;133;121;..;..;172;47;72;1151;34;62;85;35;104;267;173;79;147;37;107;21;3452;327;139;83;..;18;1112;882;544;221;61;38;27
"Hlýri";"Hornafjörður";19077;383;238;18;762;155;487;275;4009;5640;3917;2565;628;6036;607;22;57;238;79;14;34;358;1165;2902;113;447;10015;181;983;1460;209;397;597;309;1224;1727;1217;1255;456;13694;1216;2123;238;231;144;1299;327;230;2475;2686;2401;324;12692;528;836;35;180;429;910;886;1196;2550;2196;1867;1079;8169;49;10;34;138;298;168;1190;1084;1659;1988;1218;333;1007;8;18;109;361;256;11;12;24;54;68;86;..;521;..;..;63;117;193;49;8;29;..;47;10;5;918;12;45;117;167;358;9;10;34;55;38;57;16;1022;14;11;69;121;391;117;50;23;157;10;22;37;2325;8;29;45;325;368;112;26;20;1102;278;8;4;3194;31;13;62;354;387;543;193;41;72;54;1395;49;6244;..;1070;140;491;855;2345;112;275;335;429;157;35;2582;16;31;46;147;1103;337;140;4;398;285;59;16;4893;162;208;227;442;1294;361;43;1895;55;70;121;15
"Hlýri";"Hrísey";1422;..;..;..;..;..;..;..;..;720;334;110;258;4358;34;412;1059;1187;1666;..;..;..;..;..;..;..;454;..;..;..;..;..;..;..;..;..;87;152;215;428;..;183;54;..;174;..;..;..;17;..;..;..;512;4;508;..;..;..;..;..;..;..;..;..;..;716;..;..;..;..;..;41;..;..;222;124;289;40;806;273;143;84;43;..;..;..;..;263;..;..;..;16328;982;770;3345;1541;3315;3958;774;227;173;769;307;167;15991;592;1091;1391;1446;1796;2878;..;4372;1499;447;274;205;11614;497;366;1074;645;323;3393;..;1946;1170;1356;498;346;9897;360;528;1215;492;950;1467;..;1533;1087;1241;848;176;10549;727;1014;2100;1335;1522;980;627;403;621;699;481;40;10831;547;735;2064;3381;1923;852;..;80;64;372;329;484;18299;167;747;1441;4135;2737;2432;1270;1378;2124;1186;663;19;10432;1069;836;964;1166;699;973;217;607;1373;957;1094;477
"Hlýri";"Húsavík";2882;566;..;3;181;70;10;..;83;685;855;67;362;10056;1214;2329;2038;1631;323;925;15;63;638;370;202;308;14997;1799;2080;1520;578;329;..;18;2077;617;1746;2461;1772;35042;2556;8402;5412;5219;252;240;101;363;4083;5706;1478;1230;26152;261;6811;1102;4105;3499;5581;..;1239;970;1016;1117;451;23237;982;2411;2597;3241;9555;358;35;215;590;2241;142;870;15662;1933;1620;2755;619;1164;875;17;1692;1445;1168;408;1966;26409;517;701;6442;1065;1306;496;3;3528;6321;2150;2981;899;33385;1015;1382;6030;5731;2808;742;379;5077;3111;5154;975;981;30996;1776;213;2424;2139;3752;3258;525;4204;4637;3924;2184;1960;26791;2812;701;1309;2262;2314;2996;402;5820;3806;1963;1782;624;128515;4811;10208;7419;14329;540;4128;556;14142;21433;28101;17817;5031;97498;5720;4812;10403;2029;4163;3150;1038;14359;23629;18406;8406;1383;90518;2103;7116;6041;5038;5605;5959;914;10471;16367;14518;12071;4315;74530;4340;5682;3645;2603;3794;3163;135;8596;14363;12607;11782;3820
"Hlýri";"Hvammstangi";196;..;..;..;..;14;146;24;6;3;3;..;..;7;..;..;..;..;..;7;..;..;..;..;..;..;9;..;..;..;..;..;..;9;..;..;..;..;..;8;..;..;..;..;..;..;..;8;..;..;..;..;15;..;..;..;..;..;11;4;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;13;..;..;..;..;..;..;..;..;..;7;6;..;6;..;..;..;6;..;..;..;..;..;..;..;..;69;30;..;..;..;6;2;18;..;13;..;..;..;26;..;..;..;..;17;..;9;..;..;..;..;..;321;18;8;..;..;16;19;23;..;24;213;..;..;12;..;..;..;..;..;..;12;..;..;..;..;..;53;..;25;..;..;11;4;13;..;..;..;..;..;51;..;..;..;..;..;..;..;47;..;..;4;..
"Hlýri";"Ísafjörður";39720;1690;4569;3301;103;7056;5296;5726;592;1460;4424;4395;1108;4834;768;199;699;500;773;965;10;..;345;97;..;478;25103;4774;46;533;11;2128;2709;28;295;2434;2656;5547;3942;101129;9953;7375;23715;6427;13886;11014;3046;4650;1184;1146;8592;10141;106879;4753;8197;6046;6284;11247;15593;10833;9053;7329;9217;12558;5769;138467;8275;11427;16911;25930;18470;10843;10737;3936;8470;10142;5560;7766;66126;4642;3957;5802;7311;7568;5569;4003;3395;4960;7670;5303;5946;80258;11;1504;5991;8621;9272;11115;6905;5792;7117;8213;10272;5445;82888;12621;6230;5375;5587;12152;9747;809;4178;2707;7469;11750;4263;108275;14655;6515;10586;6606;6145;9157;10151;6286;5227;6580;13356;13011;136123;9619;6895;14161;16636;13501;15049;10373;9773;6424;6623;8582;18487;125336;6725;6355;7831;25871;11538;7490;4100;2912;8285;19866;10004;14359;103482;2002;4426;9719;21637;12818;15945;3780;3862;4972;8245;9603;6473;78567;2815;3574;6567;6658;16718;10627;10753;1632;2774;4488;9200;2761;102091;1568;2025;5429;15119;18393;11791;17759;14796;4473;5197;2661;2880
"Hlýri";"Keflavík";..;..;..;..;..;..;..;..;..;..;..;..;..;39;39;..;..;..;..;..;..;..;..;..;..;..;195;10;143;10;..;..;..;..;..;32;..;..;..;1818;..;..;149;0;..;..;..;..;59;..;1548;62;791;53;87;..;171;..;..;..;121;359;..;..;..;4165;..;1846;1445;..;..;..;141;433;..;..;..;300;7254;1218;2451;8;..;40;..;..;..;61;1837;239;1400;6144;..;..;..;..;5184;..;..;..;343;617;..;..;5688;1057;2008;711;4;..;..;..;..;..;1764;110;34;4909;3868;326;240;..;..;..;..;..;173;90;201;11;10043;3818;460;443;..;..;..;..;..;..;1524;2398;1400;7098;461;287;..;..;..;..;..;..;..;4551;1064;735;10315;373;2393;3750;..;..;..;..;..;1663;..;1913;223;5784;2725;619;538;312;..;..;..;..;..;147;1443;..;3461;653;1326;..;..;..;3;..;..;944;..;535;..
"Hlýri";"Kópasker";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;15;..;..;..;6;9;..;..;..;..;..;..;..;569;..;..;..;..;..;..;..;..;..;538;..;31;686;..;..;4;9;..;..;..;..;..;569;39;65;307;..;..;..;17;..;..;..;..;20;136;134;..;..;..;..;..;..;..;..;..;..;..;..;..;..;64;..;..;16;..;48;..;..;..;..;..;..;..;116;81;22;13;..;..;..;..;..;..;..;..;..;117;7;93;..;17;..;..;..;..;..;..;..;..;315;14;138;19;43;..;..;..;..;..;101;..;..;215;16;12;96;41;50;..;..;..;..;..;..;..;622;122;24;37;346;12;3;..;..;11;44;23;..;1036;..;383;344;260;49;..;..;..;..;..;..;..;842;31;247;190;296;6;48;..;13;11;..;..;..
"Hlýri";"Kópavogur";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;11;..;..;..;11;..;..;..;..;..;..;..;..;21;..;7;14;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;6;..;..;..;..;6;..;..;..;..;..;..;..
"Hlýri";"Mjóifjörður";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;..;..;..;0;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"Hlýri";"Neskaupstaður";37410;204;168;3657;566;1565;1414;1791;3016;8683;11333;3876;1137;20718;19;140;121;240;342;834;2897;1936;3300;8865;1708;316;84854;453;231;244;6542;7966;13275;9175;9729;19374;11371;4907;1587;105085;..;1211;48;81;5732;22809;24996;19822;11473;5423;4031;9459;61023;1269;138;299;336;1863;19495;13892;4090;3251;5338;9754;1298;81006;..;926;875;91;1350;9705;19329;14448;11903;9181;12318;880;40656;1805;29;520;..;625;7573;17135;3133;2035;4692;2849;260;60558;..;233;703;209;4165;6303;25321;9028;8115;5151;616;714;39905;602;673;505;2401;1156;2651;1329;6395;9521;10137;3762;773;24427;2371;1215;398;787;748;894;10;4324;4321;6521;2267;571;20015;628;632;735;515;2223;1056;2981;3075;4247;2420;730;773;49226;751;541;630;1235;3069;8421;12711;4595;8135;4693;2926;1519;41788;1219;846;1014;315;583;6105;8628;6699;9254;5165;555;1405;53140;2085;1040;2197;2639;618;5287;6429;15025;6019;7142;4248;411;36801;1751;1017;1874;2515;1142;807;3249;5239;4169;7183;6487;1368
"Hlýri";"Norðurfjörður";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"Hlýri";"Ólafsfjörður";14;..;..;..;14;..;..;..;..;..;..;..;..;13;..;..;..;13;..;..;..;..;..;..;..;..;18;..;..;..;..;..;..;..;..;..;..;18;..;10;..;..;..;10;..;..;..;..;..;..;..;..;1562;..;..;27;16;..;..;..;..;1002;517;..;..;472;31;36;41;16;11;..;..;116;117;27;57;20;930;359;99;7;6;..;..;13;..;315;48;77;6;1467;415;64;187;16;13;..;..;9;136;532;91;4;1333;35;71;11;46;64;112;..;..;716;186;54;38;786;61;35;509;17;27;65;6;66;..;..;..;..;294;..;..;44;62;32;8;21;..;37;17;73;0;1148;110;367;186;387;2;46;..;38;..;0;12;..;3669;1182;6;..;32;39;128;111;..;..;2165;6;..;26455;29;1959;1712;1952;2130;906;19;103;4947;6993;3421;2284;49058;173;566;4707;1846;1089;6;8019;15096;3715;6926;6911;4
"Hlýri";"Ólafsvík";782;91;226;24;142;199;37;..;32;..;..;2;29;645;12;27;25;82;127;313;4;2;8;22;7;16;2130;339;11;3;152;940;593;..;4;31;14;24;19;468;28;80;64;146;98;31;..;9;8;4;..;..;1199;529;30;79;191;81;209;36;5;12;17;..;10;630;59;164;65;57;189;16;..;14;17;21;17;11;19277;94;64;563;505;62;16813;6;..;109;25;23;1013;1527;49;88;632;80;364;66;..;12;16;12;46;162;1582;151;70;348;133;204;592;..;..;52;6;20;6;537;32;50;54;114;180;21;3;..;12;21;34;16;674;92;12;162;159;144;44;12;10;27;9;3;..;495;68;44;181;36;98;6;7;..;3;23;16;13;287;6;31;19;68;98;3;..;..;13;36;..;13;694;62;59;27;86;280;4;13;36;..;6;30;91;2623;222;66;38;80;1767;226;18;8;28;1;15;154
"Hlýri";"Patreksfjörður";16722;1147;871;1284;4117;9;18;..;1048;2090;2749;2320;1069;10902;488;937;1919;2096;..;10;..;345;236;2007;2346;518;14707;406;479;2198;1811;4234;..;..;11;723;874;2415;1556;26320;621;2019;6533;6574;3093;2770;..;1970;999;84;842;815;28589;650;982;369;718;8919;5609;..;1823;864;5290;3124;241;17091;1705;938;126;3848;1472;..;..;925;2688;2959;2089;341;22797;815;821;4701;8675;380;..;..;769;1705;2505;1589;837;29317;129;626;10814;4073;1629;984;..;1448;2636;3453;3272;253;42840;2150;756;12653;13230;4877;241;..;211;2039;3996;2041;646;77217;1976;8970;7317;3906;38126;202;..;381;2964;6273;5549;1553;73838;2524;1798;14578;3388;24295;4338;168;635;4953;9284;3400;4477;119237;634;9142;4361;24446;26079;20879;13259;1127;3925;10726;2763;1896;31056;1640;580;1287;8039;1973;252;405;468;943;11410;2725;1334;21272;653;469;3292;2511;2235;1014;156;219;2077;4688;3724;234;25488;601;1899;3050;2227;1766;..;..;803;2302;8327;3692;821
"Hlýri";"Raufarhöfn";4721;..;833;454;859;950;282;..;12;239;648;283;161;12782;326;353;1763;2228;990;50;12;..;294;3890;2469;407;24621;651;470;228;422;2021;4790;2823;1434;4093;4982;2312;395;19194;167;355;2138;788;767;2214;555;207;5234;2855;3091;823;25817;2285;125;155;670;4054;1760;1516;474;8456;4054;1761;507;17382;1699;1805;53;495;1691;1997;56;1620;3223;1467;2330;946;19879;2605;1325;31;..;1499;2041;154;572;4350;5038;1904;360;12095;17;56;2021;13;..;..;9;382;2758;4391;1531;917;29539;3406;2517;2002;1409;..;..;..;998;9759;7766;1090;592;31290;1036;27;207;170;447;610;..;1918;16596;7278;2394;607;25761;975;162;206;67;1580;1183;7;159;11910;6969;1918;625;47327;758;633;506;289;800;1699;45;3114;18265;15125;4336;1757;11139;273;874;463;228;132;302;..;150;709;4014;3245;749;8484;1096;553;637;1462;130;1117;288;1285;384;490;1039;3;10447;1423;151;834;509;116;1973;..;2026;1922;902;414;177
"Hlýri";"Reykhólar";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"Hlýri";"Reykjavík";138700;9409;6099;3862;2004;19487;19448;19224;16778;7905;14661;13540;6283;119793;8182;4726;7418;3777;10234;18132;9097;13317;5227;13914;18501;7268;104453;10925;10570;2167;2668;16124;9996;10929;6803;7773;8737;9274;8487;167406;13043;8926;1919;3848;8860;9035;59826;11511;3524;7315;16489;23110;108736;9298;17801;11842;1222;2928;8973;11040;12880;5463;8323;11679;7287;143534;18754;10706;487;10901;17556;9914;19964;12176;11081;7503;15697;8795;214323;12513;10286;8782;20558;31679;18971;22038;23314;11270;23350;20730;10832;207703;..;..;5413;5466;26383;24607;20293;30434;14344;21033;38054;21676;217157;9015;10556;2385;23902;9615;13516;35011;26948;13219;22218;27355;23417;192024;16773;7859;4767;1739;7003;10418;29405;26120;17890;25323;22180;22547;264927;8698;7417;6352;36667;29643;11426;21558;36427;18496;29569;23811;34863;263885;16066;26260;9270;31424;28288;9806;16342;12287;32535;29034;26239;26334;340134;9336;26409;10718;17837;68314;50110;37811;27295;21782;29056;18127;23339;196105;9196;8573;7107;2908;2757;15197;23662;21734;13582;27846;40766;22777;287172;6629;14775;27311;23859;9537;12727;64229;32492;18301;35950;24525;16837
"Hlýri";"Reyðarfjörður";..;..;..;..;..;..;..;..;..;..;..;..;..;0;..;..;..;..;..;..;..;..;..;..;0;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;..;..;..;..;0;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;..;..;..;..;..;..;..;..;..;..;..;0;263;..;..;..;..;..;263;..;..;..;..;..;..;70;..;..;70;..;..;..;..;..;..;..;..;..;0;..;..;..;..;..;..;0;..;..;..;..;..;0;..;..;..;..;..;..;..;..;0;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;34;34;..;..;..;..;..;..;0;..;..;..;..
"Hlýri";"Rif";52205;1383;1934;3019;5340;12192;146;..;376;5532;8715;12315;1253;48010;1611;1942;4382;1387;4390;2241;1;885;7533;8845;11744;3049;30660;1169;1829;5355;1137;4414;4449;347;648;3019;2289;3789;2215;30249;3917;5534;5288;4416;2562;2665;24;547;186;318;3177;1615;34058;1188;2097;3074;2252;1029;21180;34;8;123;663;30;2380;45226;2128;3067;5958;7752;11938;2326;..;2455;2112;1422;863;5205;40005;2806;1341;5318;4019;6353;7562;..;2285;3726;75;2827;3693;39424;32;1745;6635;4048;2778;8349;4069;1331;13;3572;3923;2929;79049;3554;1039;4852;6636;7163;14236;..;6521;10246;9988;5464;9350;79394;6146;2324;3700;5997;5640;11375;309;1572;6812;15399;18993;1127;92593;4292;2680;10302;5830;10976;16988;..;3429;17905;507;15489;4195;100921;2962;7330;9885;14465;7422;14709;..;2139;4635;13876;15443;8055;64785;3434;6091;8620;7412;6093;12081;..;1321;5418;8095;5013;1207;56451;3312;5322;8904;5648;6164;3557;19;1564;9155;5900;5456;1450;69374;6144;5022;6845;7397;6875;9549;13;2736;2484;12055;8668;1586
"Hlýri";"Sandgerði";162;13;4;3;33;..;..;..;2;80;3;..;24;388;..;13;16;16;1;..;..;2;16;240;74;10;281;..;..;55;37;8;3;..;..;..;178;..;..;1629;20;10;255;73;18;902;264;..;16;38;33;..;1318;..;..;13;..;..;1024;178;..;..;..;6;97;113;7;12;34;10;..;..;50;..;..;..;..;..;128;18;8;26;76;..;..;..;..;..;..;..;..;484;..;11;12;0;9;..;8;..;..;169;17;258;3748;1344;718;30;19;..;..;..;3;..;239;1082;313;1317;548;54;4;3;..;..;..;..;..;287;..;421;3045;7;2045;406;..;..;..;..;..;..;12;10;565;5667;1411;3197;84;..;..;..;..;..;..;217;539;219;25209;511;2171;26;5324;1041;..;..;1733;6025;6547;788;1043;21973;504;2234;16;439;56;465;778;1907;5137;5337;4123;977;19527;1544;3925;266;3;40;98;..;2198;3975;3197;2964;1317
